Review,label
,neutral
,positive
,neutral
,positive
,negative
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,negative
,negative
,negative
,negative
,positive
,negative
,negative
,positive
,negative
,neutral
,positive
,negative
,negative
,positive
,negative
,neutral
,negative
,negative
,positive
,negative
,negative
,negative
,negative
,positive
,negative
,negative
,positive
,negative
,positive
,negative
,negative
,negative
,negative
,positive
,negative
,positive
,positive
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,neutral
,positive
,negative
,positive
,positive
,negative
,neutral
,negative
,negative
,negative
,negative
,positive
,positive
,negative
,negative
,negative
,negative
,positive
,negative
,positive
,positive
,negative
,negative
,positive
,negative
,negative
,positive
,negative
,positive
,positive
,neutral
,neutral
,negative
,neutral
,negative
,neutral
,negative
,positive
,negative
,positive
,positive
,negative
,neutral
,positive
,positive
,neutral
,positive
,neutral
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,negative
,negative
,negative
,neutral
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,negative
,negative
,negative
,neutral
,negative
,negative
,positive
,positive
,neutral
,negative
,negative
,positive
,positive
,positive
,negative
,neutral
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,neutral
,positive
,positive
,neutral
,positive
,negative
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,neutral
,negative
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,negative
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,negative
,positive
,positive
,neutral
,positive
,neutral
,positive
,positive
,positive
,neutral
,positive
,positive
,positive
,positive
,negative
,neutral
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,negative
,positive
,negative
,negative
,negative
,neutral
,positive
,negative
,negative
,negative
,negative
,positive
,negative
,positive
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,negative
,neutral
,neutral
,positive
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,negative
,negative
,negative
,positive
,neutral
,neutral
,negative
,negative
,positive
,positive
,negative
,negative
,negative
,positive
,negative
,negative
,negative
,negative
,negative
,positive
,negative
,neutral
,negative
,negative
,negative
,positive
,positive
,positive
,negative
,negative
,positive
,negative
,neutral
,positive
,negative
,positive
,neutral
,positive
,positive
,neutral
,positive
,negative
,negative
,negative
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,negative
,neutral
,negative
,negative
,positive
,negative
,positive
,positive
,positive
,negative
,negative
,neutral
,positive
,positive
,positive
,negative
,neutral
,neutral
,positive
,positive
,neutral
,negative
,positive
,positive
,negative
,neutral
,negative
,negative
,negative
,negative
,positive
,neutral
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,positive
,neutral
,negative
,positive
,positive
,positive
,neutral
,positive
,negative
,negative
,negative
,neutral
,neutral
,negative
,negative
,negative
,positive
,positive
,positive
,negative
,negative
,positive
,negative
,positive
,neutral
,positive
,positive
,neutral
,negative
,positive
,positive
,positive
,negative
,negative
,positive
,positive
,neutral
,neutral
,negative
,negative
,negative
,negative
,positive
,positive
,negative
,positive
,neutral
,negative
,positive
,negative
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,negative
,negative
,positive
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,negative
,negative
,negative
,positive
,neutral
,negative
,negative
,positive
,negative
,positive
,negative
,negative
,positive
,positive
,positive
,positive
,negative
,negative
,negative
,negative
,negative
,positive
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,neutral
,negative
,positive
,negative
,positive
,positive
,neutral
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,neutral
,negative
,positive
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,negative
,positive
,positive
,positive
,negative
,neutral
,neutral
,positive
,positive
,positive
,negative
,negative
,neutral
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,positive
,negative
,positive
,negative
,neutral
,neutral
,negative
,negative
,neutral
,positive
,negative
,negative
,positive
,positive
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,positive
,negative
,negative
,negative
,negative
,positive
,positive
,negative
,negative
,negative
,neutral
,positive
,negative
,positive
,negative
,neutral
,positive
,positive
,negative
,positive
,negative
,negative
,positive
,negative
,negative
,negative
,negative
,neutral
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,neutral
,negative
,negative
,positive
,negative
,positive
,negative
,negative
,neutral
,negative
,positive
,positive
,negative
,negative
,positive
,negative
,negative
,negative
,positive
,negative
,negative
,negative
,negative
,negative
,negative
,negative
,positive
,negative
,neutral
,neutral
,neutral
,negative
,negative
,positive
,negative
,negative
,negative
,positive
,positive
,positive
,negative
,positive
,positive
,negative
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,negative
,negative
,positive
,positive
,negative
,negative
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,positive
,negative
,positive
,positive
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,negative
,negative
,negative
,negative
,positive
,neutral
,positive
,neutral
,negative
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,negative
,negative
,positive
,negative
,negative
,positive
,positive
,neutral
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,neutral
,positive
,positive
,positive
,negative
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,neutral
,negative
,positive
,positive
,negative
,negative
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,negative
,negative
,negative
,positive
,negative
,positive
,positive
,positive
,negative
,positive
,negative
,negative
,positive
,positive
,positive
,negative
,positive
,positive
,negative
,negative
,positive
,negative
,positive
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,positive
,negative
,positive
,positive
,positive
,positive
,positive
,positive
,neutral
,positive
,positive
,positive
,neutral
,negative
,negative
Супер мы там 3 раз будем саветую клаааасс,positive
"классно, хочу туда. билет сколько стоит ?",positive
"Очень крутое место, но по-моему слишком дорогой билет что ли?",positive
Супеееер🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻,positive
любимый парк! жаль что очереди.,positive
